,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
787,VOLVO V90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0B70,station wagon,5.0,22.0,31.0,25.0,5.0
788,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0A70,station wagon,5.0,23.0,31.0,26.0,5.0
789,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0B70,station wagon,5.0,22.0,29.0,25.0,5.0
790,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0A70,small SUV,5.0,22.0,28.0,24.0,5.0
791,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0B70,small SUV,5.0,21.0,27.0,23.0,5.0
792,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,L3SULEV30,JVVXJ02.0P30,small SUV,7.0,26.0,28.0,26.0,10.0
793,VOLVO XC 90,2.0,4,SemiAuto-8,2WD,Gasoline,L3ULEV70,JVVXJ02.0A70,standard SUV,5.0,22.0,29.0,25.0,5.0
794,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0A70,standard SUV,5.0,22.0,28.0,24.0,5.0
795,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0B70,standard SUV,5.0,20.0,27.0,23.0,5.0
796,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,L3SULEV30,JVVXJ02.0P30,standard SUV,7.0,26.0,30.0,27.0,10.0
797,BMW 330e,2.0,4,SemiAuto-8,2WD,Electricity,L3ULEV125,JBMXV02.0H48,small car,3.0,66.0,78.0,71.0,10.0
798,BMW 530e,2.0,4,SemiAuto-8,2WD,Electricity,L3SULEV30,JBMXV02.0H30,small car,7.0,70.0,75.0,72.0,10.0
799,BMW 530e,2.0,4,SemiAuto-8,4WD,Electricity,L3SULEV30,JBMXV02.0H30,small car,7.0,66.0,68.0,67.0,10.0
800,BMW 740e,2.0,4,SemiAuto-8,4WD,Electricity,L3ULEV125,JBMXV02.0H48,large car,3.0,62.0,68.0,64.0,9.0
801,CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,L3ULEV70,JGMXV03.6166,large car,5.0,18.0,28.0,22.0,4.0
802,CHEVROLET Silverado 15,4.3,6,Auto-6,2WD,Gasoline,L3ULEV70,JGMXT04.3187,pickup,5.0,18.0,24.0,20.0,4.0
803,CHEVROLET Silverado 15,4.3,6,Auto-6,4WD,Gasoline,L3ULEV70,JGMXT04.3187,pickup,5.0,17.0,22.0,19.0,3.0
804,CHEVROLET Silverado 15,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,pickup,3.0,16.0,23.0,19.0,3.0
805,CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,23.0,19.0,3.0
806,CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,22.0,18.0,3.0
807,CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,23.0,19.0,3.0
808,CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,22.0,18.0,3.0
809,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,L3ULEV125,JGMXV01.5020,small car,3.0,113.0,99.0,106.0,10.0
810,CHEVROLET Volt,1.5,4,CVT,2WD,Electricity,L3SULEV30,JGMXV01.5030,small car,7.0,113.0,99.0,106.0,10.0
811,CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,T3B110,JCRXV03.65PA,large car,3.0,19.0,30.0,23.0,5.0
812,CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,T3B110,JCRXV03.65PA,large car,3.0,18.0,27.0,21.0,4.0
813,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,T3B110,JCRXV03.65PA,large car,3.0,19.0,30.0,23.0,5.0
814,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,T3B110,JCRXV03.65PA,large car,3.0,18.0,27.0,21.0,4.0
815,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Electricity,L3SULEV30,JFMXV02.0VZQ,midsize car,7.0,102.0,91.0,97.0,10.0
816,GMC Sierra 15,4.3,6,Auto-6,2WD,Gasoline,L3ULEV70,JGMXT04.3187,pickup,5.0,18.0,24.0,20.0,4.0
817,GMC Sierra 15,4.3,6,Auto-6,4WD,Gasoline,L3ULEV70,JGMXT04.3187,pickup,5.0,17.0,22.0,19.0,3.0
818,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,pickup,3.0,16.0,23.0,19.0,3.0
819,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,23.0,19.0,3.0
820,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,22.0,18.0,3.0
821,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,23.0,19.0,3.0
822,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,L3ULEV125,JGMXT05.3382,standard SUV,3.0,16.0,22.0,18.0,3.0
823,JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,T3B110,JCRXT02.45PA,small SUV,3.0,21.0,30.0,25.0,5.0
824,JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,T3B110,JCRXT02.45PA,small SUV,3.0,21.0,28.0,23.0,5.0
825,KARMA Revero,2.0,4,Auto-1,2WD,Electricity,L2,JKALV02.0LEV,small car,1.0,59.0,61.0,60.0,10.0
826,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,L3ULEV70,JMBXJ02.0U2A,small car,5.0,24.0,32.0,27.0,6.0
827,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,L3ULEV70,JMBXJ02.0U2A,small SUV,5.0,23.0,31.0,26.0,5.0
828,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,U2,JMBXT03.5U2B,standard SUV,3.0,18.0,22.0,19.0,3.0
829,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Electricity,U2,JBMXV01.5H60,midsize car,3.0,63.0,66.0,65.0,9.0
830,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Gasoline,L3ULEV70,JTYXT05.7M58,standard SUV,5.0,13.0,17.0,14.0,1.0
831,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Gasoline,L3ULEV70,JTYXT05.7M58,pickup,5.0,13.0,17.0,15.0,2.0
832,VOLVO S90,2.0,4,SemiAuto-8,4WD,Electricity,L3SULEV30,JVVXV02.0P30,midsize car,7.0,70.0,72.0,71.0,10.0
833,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Electricity,L3SULEV30,JVVXJ02.0P30,small SUV,7.0,60.0,58.0,59.0,10.0
834,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Electricity,L3SULEV30,JVVXJ02.0P30,standard SUV,7.0,63.0,61.0,62.0,10.0
