,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
615,MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,L3SULEV30,JBMXV02.0M46,midsize car,7.0,21.0,31.0,24.0,5.0
616,MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,L3SULEV30,JBMXV02.0M46,midsize car,7.0,22.0,31.0,26.0,5.0
617,MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,L3SULEV30,JBMXV02.0M46,small car,7.0,23.0,32.0,26.0,5.0
618,MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JBMXV02.0M46,small car,7.0,25.0,32.0,28.0,6.0
619,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline,U2,JBMXV01.5H60,midsize car,3.0,28.0,27.0,27.0,9.0
620,MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,L3ULEV125,JBMXV02.0M48,midsize car,3.0,20.0,29.0,24.0,5.0
621,MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JBMXV02.0M48,midsize car,3.0,22.0,30.0,25.0,5.0
622,MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,L3ULEV125,JBMXV02.0M48,midsize car,3.0,21.0,31.0,24.0,5.0
623,MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JBMXV02.0M48,midsize car,3.0,23.0,31.0,26.0,5.0
624,MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,L3ULEV125,JBMXV02.0M48,small car,3.0,22.0,31.0,25.0,5.0
625,MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,L3ULEV125,JBMXV02.0M48,small car,3.0,25.0,33.0,28.0,6.0
626,MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,L3ULEV125,JBMXV02.0M48,small car,3.0,23.0,32.0,26.0,5.0
627,MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,L3ULEV125,JBMXV02.0M48,small car,3.0,25.0,32.0,28.0,6.0
628,MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,L3ULEV70,JMTXV01.2G5P,small car,5.0,37.0,43.0,39.0,9.0
629,MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,L3ULEV70,JMTXV01.2G5P,small car,5.0,33.0,41.0,36.0,8.0
630,MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,L3ULEV70,JMTXV01.2G5P,small car,5.0,35.0,41.0,37.0,8.0
631,MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,L3ULEV70,JMTXV01.2G5P,small car,5.0,33.0,40.0,35.0,8.0
632,NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,U2,JNSXV03.7NAA,small car,3.0,18.0,26.0,21.0,4.0
633,NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,U2,JNSXV03.7NAA,small car,3.0,19.0,26.0,22.0,4.0
634,NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,U2,JNSXV03.7NAA,small car,3.0,17.0,24.0,20.0,4.0
635,NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,U2,JNSXV03.7NAA,small car,3.0,18.0,25.0,21.0,4.0
636,NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,U2,JNSXT05.6N9C,standard SUV,3.0,14.0,19.0,16.0,2.0
637,NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,U2,JNSXT05.6N9C,standard SUV,3.0,13.0,18.0,15.0,2.0
638,NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,L3ULEV125,JNSXV01.6N4A,small car,3.0,26.0,35.0,29.0,6.0
639,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,L3ULEV125,JNSXV01.6N4A,small car,3.0,31.0,39.0,34.0,8.0
640,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,L3ULEV70,JNSXV01.6P4A,small car,5.0,31.0,39.0,34.0,8.0
641,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,L3ULEV125,JNSXV01.6N4A,small car,3.0,27.0,36.0,30.0,7.0
642,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,L3ULEV70,JNSXV01.6P4A,small car,5.0,27.0,36.0,30.0,7.0
643,PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,30.0,25.0,5.0
644,PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,29.0,23.0,5.0
645,PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,28.0,24.0,5.0
646,PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,28.0,23.0,5.0
647,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,21.0,28.0,24.0,5.0
648,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,19.0,28.0,22.0,4.0
649,PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,26.0,22.0,4.0
650,PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,18.0,26.0,21.0,4.0
651,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,25.0,22.0,4.0
652,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,18.0,26.0,21.0,4.0
653,PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,21.0,28.0,24.0,5.0
654,PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,28.0,23.0,5.0
655,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,21.0,28.0,24.0,5.0
656,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,19.0,28.0,22.0,4.0
657,PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,28.0,24.0,5.0
658,PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,29.0,23.0,5.0
659,PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,26.0,23.0,5.0
660,PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,18.0,26.0,21.0,4.0
661,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,26.0,22.0,4.0
662,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,18.0,26.0,21.0,4.0
663,PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,28.0,24.0,5.0
664,PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,29.0,23.0,5.0
665,PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,28.0,24.0,5.0
666,PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,28.0,23.0,5.0
667,PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,22.0,28.0,24.0,5.0
668,PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,19.0,28.0,22.0,4.0
669,PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,20.0,26.0,22.0,4.0
670,PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,18.0,26.0,21.0,4.0
671,PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,21.0,27.0,24.0,5.0
672,PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,L3LEV160,JPRXV03.0C91,small car,1.0,19.0,28.0,22.0,4.0
673,PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,L2LEV160,JPRXV04.0T91,small car,1.0,19.0,24.0,21.0,4.0
674,PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,L2LEV160,JPRXV04.0T91,small car,1.0,19.0,24.0,21.0,4.0
675,PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,L2LEV160,JPRXV04.0T91,small car,1.0,19.0,24.0,21.0,4.0
676,PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,L2LEV160,JPRXV04.0T91,small car,1.0,19.0,24.0,21.0,4.0
677,PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,L3ULEV125,JPRXV02.5B82,small car,3.0,22.0,29.0,25.0,5.0
678,PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,L3ULEV125,JPRXV02.5B82,small car,3.0,21.0,28.0,24.0,5.0
679,PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,L3ULEV125,JPRXV02.5B82,small car,3.0,21.0,28.0,24.0,5.0
680,PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,L3ULEV125,JPRXV02.5B82,small car,3.0,20.0,26.0,22.0,4.0
681,PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,U2,JPRXT03.6MCS,standard SUV,3.0,16.0,23.0,19.0,3.0
682,PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,U2,JPRXT03.6MCS,standard SUV,3.0,17.0,24.0,20.0,4.0
683,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,U2,JPRXT02.0MR4,small SUV,3.0,20.0,25.0,22.0,4.0
684,PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,U2,JPRXT03.6MCS,small SUV,3.0,17.0,23.0,19.0,3.0
685,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,U2,JPRXT03.6MCS,small SUV,3.0,17.0,23.0,19.0,3.0
686,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,L3ULEV70,JPRXV03.0PV6,large car,5.0,21.0,28.0,24.0,5.0
687,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,L3ULEV70,JPRXV03.0PV6,large car,5.0,21.0,27.0,23.0,5.0
688,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,L3ULEV70,JPRXV03.0PV6,large car,5.0,21.0,27.0,23.0,5.0
689,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,L3ULEV70,JPRXV03.0PV6,large car,5.0,21.0,28.0,23.0,5.0
690,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,L3ULEV70,JPRXV03.0PV6,large car,5.0,21.0,28.0,23.0,5.0
691,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,L3ULEV125,JPRXV04.0PV8,large car,3.0,18.0,25.0,21.0,4.0
692,PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,L3ULEV125,JPRXV04.0PV8,large car,3.0,18.0,25.0,21.0,4.0
693,RAM 1500,5.7,8,Auto-6,4WD,Gasoline,T3B110,JCRXT05.75P2,pickup,3.0,13.0,18.0,14.0,1.0
694,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,T3B110,JCRXT05.75P2,pickup,3.0,15.0,22.0,17.0,3.0
695,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,T3B110,JCRXT05.75P2,pickup,3.0,15.0,21.0,17.0,3.0
696,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,T3B110,JCRXT02.45P0,special purpose,3.0,21.0,28.0,24.0,5.0
697,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,small SUV,7.0,23.0,29.0,25.0,5.0
698,SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,small SUV,7.0,27.0,33.0,29.0,6.0
699,SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,L2,JFJXJ02.0FPT,small SUV,1.0,23.0,27.0,25.0,5.0
700,SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,L3SULEV30,JFJXJ02.5HRV,small SUV,7.0,22.0,28.0,24.0,5.0
701,SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,L3SULEV30,JFJXJ02.5HRV,small SUV,7.0,26.0,32.0,28.0,6.0
702,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,midsize car,7.0,24.0,32.0,27.0,6.0
703,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,station wagon,7.0,24.0,31.0,26.0,5.0
704,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,midsize car,7.0,28.0,38.0,32.0,7.0
705,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,station wagon,7.0,28.0,37.0,31.0,7.0
706,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,midsize car,7.0,23.0,31.0,26.0,5.0
707,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,station wagon,7.0,22.0,30.0,25.0,5.0
708,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,midsize car,7.0,27.0,36.0,30.0,7.0
709,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.0BUY,station wagon,7.0,27.0,35.0,30.0,7.0
710,SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.5HRV,midsize car,7.0,25.0,34.0,29.0,6.0
711,SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,L3ULEV125,JFJXJ03.6KTX,midsize car,3.0,20.0,28.0,23.0,5.0
712,SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,L3SULEV30,JFJXJ02.5HRV,small SUV,7.0,25.0,32.0,28.0,6.0
713,SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,L3ULEV125,JFJXJ03.6KTX,small SUV,3.0,20.0,27.0,22.0,4.0
714,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,L2,JFJXJ02.0FPT,small car,1.0,21.0,27.0,23.0,5.0
715,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,L2,JFJXJ02.0FPT,small car,1.0,18.0,24.0,21.0,4.0
716,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,L2,JFJXV02.5PHU,small car,1.0,17.0,22.0,19.0,3.0
717,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,U2,JTYXT04.0B6S,standard SUV,3.0,17.0,21.0,18.0,3.0
718,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,U2,JTYXT04.0B6S,standard SUV,3.0,17.0,20.0,18.0,3.0
719,TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,U2,JTYXV03.5B6C,midsize car,3.0,21.0,30.0,24.0,5.0
720,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,L3SULEV30,JTYXV02.5P34,midsize car,7.0,40.0,39.0,40.0,9.0
721,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,L3ULEV125,JTYXV02.0K6B,small car,3.0,27.0,31.0,29.0,6.0
722,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,L3SULEV30,JTYXV02.5P3A,midsize car,7.0,29.0,41.0,34.0,8.0
723,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,L3ULEV70,JTYXV03.5M5B,midsize car,5.0,22.0,33.0,26.0,5.0
724,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,L3SULEV30,JTYXV02.5P35,midsize car,7.0,51.0,53.0,52.0,10.0
725,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,L3SULEV30,JTYXV02.5P33,midsize car,7.0,44.0,47.0,46.0,10.0
726,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,L3SULEV30,JTYXV02.5P3A,midsize car,7.0,28.0,39.0,32.0,7.0
727,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,L3SULEV30,JTYXV02.5P3A,midsize car,7.0,28.0,39.0,32.0,7.0
728,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,L3ULEV70,JTYXV03.5M5B,midsize car,5.0,22.0,32.0,26.0,5.0
729,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,U2,JTYXV01.8B6A,midsize car,3.0,28.0,36.0,32.0,7.0
730,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,U2,JTYXV01.8B6A,midsize car,3.0,27.0,35.0,30.0,7.0
731,TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,U2,JTYXV01.8B6A,midsize car,3.0,28.0,35.0,31.0,7.0
732,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,L3ULEV70,JTYXV01.8M5B,midsize car,5.0,29.0,38.0,33.0,8.0
733,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,L3ULEV70,JTYXV01.8M5B,midsize car,5.0,30.0,40.0,34.0,8.0
734,TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,L3ULEV70,JTYXV01.8M5B,midsize car,5.0,27.0,35.0,30.0,7.0
735,TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,L3ULEV70,JTYXV01.8M5B,midsize car,5.0,28.0,36.0,31.0,7.0
736,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,U2,JTYXT05.7B6Y,standard SUV,3.0,13.0,18.0,15.0,2.0
737,TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,L3SULEV30,JTYXV01.5P34,small car,7.0,48.0,43.0,46.0,10.0
738,TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,U2,JTYXT02.5B6H,small SUV,3.0,23.0,29.0,25.0,5.0
739,TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,U2,JTYXT02.5B6H,small SUV,3.0,22.0,28.0,25.0,5.0
740,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,L3SULEV30,JTYXT02.5P3M,small SUV,7.0,34.0,30.0,32.0,7.0
741,TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,U2,JTYXT02.5B6H,small SUV,3.0,23.0,30.0,26.0,5.0
742,TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,U2,JTYXT02.5B6H,small SUV,3.0,22.0,28.0,24.0,5.0
743,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,L3ULEV70,JTYXT05.7M5W,standard SUV,5.0,13.0,17.0,15.0,2.0
744,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,L3ULEV70,JTYXT05.7M5W,standard SUV,5.0,13.0,17.0,14.0,1.0
745,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol,L3ULEV70,JTYXT05.7M58,standard SUV,5.0,9.0,13.0,10.0,1.0
746,TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,U2,JTYXT04.6B6W,pickup,3.0,15.0,19.0,16.0,2.0
747,TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,U2,JTYXT04.6B6W,pickup,3.0,14.0,18.0,16.0,2.0
748,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,L3ULEV70,JTYXT05.7M5W,pickup,5.0,13.0,18.0,15.0,2.0
749,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,L3ULEV70,JTYXT05.7M5W,pickup,5.0,13.0,17.0,14.0,1.0
750,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol,L3ULEV70,JTYXT05.7M58,pickup,5.0,9.0,12.0,10.0,2.0
751,TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,U2,JTYXV01.5B6B,small car,3.0,30.0,35.0,32.0,7.0
752,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,U2,JTYXV01.5B6B,small car,3.0,30.0,36.0,33.0,8.0
753,VOLKSWAGEN Beetle,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JVGAV02.0V3R,small car,7.0,26.0,33.0,29.0,6.0
754,VOLKSWAGEN Beetle Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JVGAV02.0V3R,small car,7.0,26.0,33.0,29.0,6.0
755,VOLKSWAGEN Beetle Dune,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JVGAV02.0V3R,small car,7.0,26.0,34.0,29.0,6.0
756,VOLKSWAGEN Beetle Dune Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JVGAV02.0V3R,small car,7.0,26.0,34.0,29.0,6.0
757,VOLKSWAGEN Golf R,2.0,4,AMS-7,4WD,Gasoline,U2,JVGAV02.0AUA,small car,3.0,22.0,29.0,25.0,5.0
758,VOLKSWAGEN Golf R,2.0,4,Man-6,4WD,Gasoline,U2,JVGAV02.0AUA,small car,3.0,21.0,29.0,24.0,5.0
759,VOLKSWAGEN Jetta,1.4,4,Man-5,2WD,Gasoline,U2,JVGAV01.4VUP,small car,3.0,28.0,40.0,33.0,8.0
760,VOLKSWAGEN Jetta,1.4,4,SemiAuto-6,2WD,Gasoline,L3ULEV70,JVGAV01.4V7P,small car,5.0,28.0,38.0,32.0,7.0
761,VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,S2,JVGAV02.0VPD,small car,7.0,24.0,33.0,28.0,6.0
762,VOLKSWAGEN Jetta,2.0,4,AMS-6,2WD,Gasoline,S2,JVGAV02.0VPD,small car,7.0,24.0,33.0,27.0,6.0
763,VOLKSWAGEN Passat,2.0,4,SemiAuto-6,2WD,Gasoline,L3SULEV30,JVGAV02.0V3R,midsize car,7.0,25.0,36.0,29.0,6.0
764,VOLKSWAGEN Tiguan,2.0,4,SemiAuto-8,2WD,Gasoline,L3SULEV30,JVGAJ02.0A3A,small SUV,7.0,22.0,27.0,24.0,5.0
765,VOLKSWAGEN Tiguan 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,L3SULEV30,JVGAJ02.0A3A,small SUV,7.0,21.0,27.0,23.0,5.0
766,VOLVO Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,L3ULEV70,JVGAT03.6VAS,small SUV,5.0,18.0,25.0,20.0,4.0
767,VOLVO Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVGAT03.6VAS,small SUV,5.0,17.0,23.0,19.0,3.0
768,VOLVO S60,2.0,4,SemiAuto-8,2WD,Gasoline,L3SULEV30,JVVXV02.0030,small car,7.0,25.0,36.0,29.0,6.0
769,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,small car,3.0,22.0,32.0,26.0,5.0
770,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,small car,3.0,22.0,33.0,26.0,5.0
771,VOLVO S60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,small car,3.0,22.0,30.0,25.0,5.0
772,VOLVO S60 Inscription,2.0,4,SemiAuto-8,2WD,Gasoline,L3ULEV125,JVVXJ02.0125,small car,3.0,25.0,36.0,29.0,6.0
773,VOLVO S60 Inscription,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,small car,3.0,22.0,33.0,26.0,5.0
774,VOLVO S60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,L3LEV160,JVVXV02.0160,small car,1.0,20.0,27.0,22.0,4.0
775,VOLVO S90,2.0,4,SemiAuto-8,2WD,Gasoline,L3ULEV125,JVVXJ02.0125,midsize car,3.0,24.0,34.0,27.0,6.0
776,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,midsize car,3.0,22.0,31.0,25.0,5.0
777,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,midsize car,3.0,23.0,32.0,26.0,5.0
778,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0A70,midsize car,5.0,23.0,32.0,26.0,5.0
779,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV70,JVVXJ02.0B70,midsize car,5.0,22.0,31.0,25.0,5.0
780,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,L3SULEV30,JVVXV02.0P30,midsize car,7.0,26.0,33.0,29.0,10.0
781,VOLVO V60,2.0,4,SemiAuto-8,2WD,Gasoline,L3ULEV125,JVVXJ02.0125,station wagon,3.0,25.0,36.0,29.0,6.0
782,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,station wagon,3.0,22.0,32.0,26.0,5.0
783,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,station wagon,3.0,22.0,33.0,26.0,5.0
784,VOLVO V60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,L3ULEV125,JVVXJ02.0125,station wagon,3.0,22.0,30.0,25.0,5.0
785,VOLVO V60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,L3LEV160,JVVXV02.0160,station wagon,1.0,20.0,27.0,22.0,4.0
786,VOLVO V90,2.0,4,SemiAuto-8,2WD,Gasoline,L3ULEV70,JVVXJ02.0A70,station wagon,5.0,24.0,34.0,27.0,6.0
